Total Heads,Bounding Boxes,Confidence Scores
4,"[[0, 228, 476, 1437], [406, 243, 844, 1436], [970, 335, 1439, 1436], [724, 332, 1059, 1424]]","[0.9411869049072266, 0.8848950862884521, 0.8526825308799744, 0.6096861362457275]"
