Total Heads,Bounding Boxes,Confidence Scores
4,"[[0, 95, 198, 599], [169, 102, 351, 598], [405, 139, 599, 598], [301, 138, 441, 592]]","[0.9422378540039062, 0.8840665817260742, 0.8426287174224854, 0.6089563369750977]"
